cluster_id,size,majority_label_id,n_classes_in_cluster,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,class_6_count,class_7_count,class_8_count,class_9_count,class_10_count,provisional_split,provisional_assignment_score,split,nearest_train_similarity_mean,nearest_train_similarity_median,nearest_train_similarity_min,nearest_train_similarity_q25,nearest_train_similarity_q75,nearest_train_similarity_max,controlled_assignment_score,similarity_penalty
351,72,4,1,0,0,0,0,72,0,0,0,0,0,0,train,0.39592993197397647,train,,,,,,,,
352,62,0,1,62,0,0,0,0,0,0,0,0,0,0,train,0.26706138694388204,train,,,,,,,,
353,91,1,1,0,91,0,0,0,0,0,0,0,0,0,train,0.8477187056198973,train,,,,,,,,
354,136,2,1,0,0,136,0,0,0,0,0,0,0,0,train,3.0498674438182753,train,,,,,,,,
356,126,6,6,5,0,0,51,1,9,59,0,1,0,0,train,2.4708474727559198,train,,,,,,,,
357,216,4,1,0,0,0,0,216,0,0,0,0,0,0,train,6.6045012065649455,train,,,,,,,,
358,96,8,5,4,0,11,0,7,0,0,3,71,0,0,train,1.108672936960608,train,,,,,,,,
359,103,1,1,0,103,0,0,0,0,0,0,0,0,0,train,1.4654358385805575,train,,,,,,,,
360,37,0,1,37,0,0,0,0,0,0,0,0,0,0,train,0.06036997947921392,train,,,,,,,,
362,46,5,1,0,0,0,0,0,46,0,0,0,0,0,train,0.10601852435590656,train,,,,,,,,
364,53,0,1,53,0,0,0,0,0,0,0,0,0,0,train,0.15864066574592037,train,,,,,,,,
365,42,0,1,42,0,0,0,0,0,0,0,0,0,0,train,0.08335483925916828,train,,,,,,,,
366,18,6,2,0,0,0,0,0,0,17,0,0,0,1,train,0.04094932083648375,train,,,,,,,,
369,18,4,1,0,0,0,0,18,0,0,0,0,0,0,train,0.040803007214849016,train,,,,,,,,
371,71,1,1,0,71,0,0,0,0,0,0,0,0,0,train,0.3814851954287721,train,,,,,,,,
372,103,3,1,0,0,0,103,0,0,0,0,0,0,0,train,1.4264330073029858,train,,,,,,,,
373,53,9,1,0,0,0,0,0,0,0,0,0,53,0,train,0.14902734063391587,train,,,,,,,,
374,41,9,1,0,0,0,0,0,0,0,0,0,41,0,train,0.07757665163135534,train,,,,,,,,
375,139,3,1,0,0,0,139,0,0,0,0,0,0,0,train,3.1682032910671634,train,,,,,,,,
376,98,2,1,0,0,98,0,0,0,0,0,0,0,0,train,1.170616882446743,train,,,,,,,,
377,75,2,1,0,0,75,0,0,0,0,0,0,0,0,train,0.4686395311060597,train,,,,,,,,
378,27,1,1,0,27,0,0,0,0,0,0,0,0,0,train,0.04547435857105333,train,,,,,,,,
379,49,3,1,0,0,0,49,0,0,0,0,0,0,0,train,0.11584368408513648,train,,,,,,,,
380,133,1,1,0,133,0,0,0,0,0,0,0,0,0,train,2.970653111427324,train,,,,,,,,
381,105,9,1,0,0,0,0,0,0,0,0,0,105,0,train,1.6786270377814356,train,,,,,,,,
382,148,3,1,0,0,0,148,0,0,0,0,0,0,0,train,3.5933050279397167,train,,,,,,,,
383,49,1,1,0,49,0,0,0,0,0,0,0,0,0,train,0.11439777863647647,train,,,,,,,,
384,125,1,2,60,65,0,0,0,0,0,0,0,0,0,train,2.425293526804239,train,,,,,,,,
385,34,0,1,34,0,0,0,0,0,0,0,0,0,0,train,0.055515148420873364,train,,,,,,,,
386,71,8,1,0,0,0,0,0,0,0,0,71,0,0,train,0.36879684239329613,train,,,,,,,,
387,43,0,2,41,2,0,0,0,0,0,0,0,0,0,train,0.08890976272512072,train,,,,,,,,
388,83,4,1,0,0,0,0,83,0,0,0,0,0,0,train,0.6281749924680344,train,,,,,,,,
390,44,7,1,0,0,0,0,0,0,0,44,0,0,0,train,0.0912202917165354,train,,,,,,,,
391,100,2,1,0,0,100,0,0,0,0,0,0,0,0,train,1.2099291874854519,train,,,,,,,,
392,28,3,1,0,0,0,28,0,0,0,0,0,0,0,train,0.04615416210766291,train,,,,,,,,
394,39,3,1,0,0,0,39,0,0,0,0,0,0,0,train,0.07240469433184538,train,,,,,,,,
395,66,1,1,0,66,0,0,0,0,0,0,0,0,0,train,0.3168902435135469,train,,,,,,,,
396,128,6,5,1,23,0,0,0,6,97,0,0,1,0,train,2.6077387879752165,train,,,,,,,,
398,35,1,1,0,35,0,0,0,0,0,0,0,0,0,train,0.05724595154547231,train,,,,,,,,
399,36,0,1,36,0,0,0,0,0,0,0,0,0,0,train,0.057685920940265346,train,,,,,,,,
400,143,1,1,0,143,0,0,0,0,0,0,0,0,0,train,3.29528501941113,train,,,,,,,,
401,65,5,1,0,0,0,0,0,65,0,0,0,0,0,train,0.2966778791798242,train,,,,,,,,
402,16,2,1,0,0,16,0,0,0,0,0,0,0,0,train,0.04031175422507569,train,,,,,,,,
403,36,1,1,0,36,0,0,0,0,0,0,0,0,0,train,0.05819042547551434,train,,,,,,,,
404,73,1,1,0,73,0,0,0,0,0,0,0,0,0,train,0.41389708973067163,train,,,,,,,,
405,122,1,1,0,122,0,0,0,0,0,0,0,0,0,train,2.338346108467436,train,,,,,,,,
406,168,1,1,0,168,0,0,0,0,0,0,0,0,0,train,4.530033738757697,train,,,,,,,,
408,21,6,1,0,0,0,0,0,0,21,0,0,0,0,train,0.042589105214306006,train,,,,,,,,
409,32,3,1,0,0,0,32,0,0,0,0,0,0,0,train,0.05251060745611483,train,,,,,,,,
410,42,3,1,0,0,0,42,0,0,0,0,0,0,0,train,0.08237311688803552,train,,,,,,,,
411,95,3,1,0,0,0,95,0,0,0,0,0,0,0,train,1.0634742129368275,train,,,,,,,,
412,72,2,1,0,0,72,0,0,0,0,0,0,0,0,train,0.4089896047830999,train,,,,,,,,
413,22,3,1,0,0,0,22,0,0,0,0,0,0,0,train,0.043242707890303066,train,,,,,,,,
414,87,2,5,2,0,71,0,0,5,7,2,0,0,0,train,0.7179759365438643,train,,,,,,,,
417,42,0,1,42,0,0,0,0,0,0,0,0,0,0,train,0.08437294672760895,train,,,,,,,,
418,31,2,1,0,0,31,0,0,0,0,0,0,0,0,train,0.05222499916553503,train,,,,,,,,
420,43,5,1,0,0,0,0,0,43,0,0,0,0,0,train,0.08646605678527529,train,,,,,,,,
422,66,3,1,0,0,0,66,0,0,0,0,0,0,0,train,0.3128143396171024,train,,,,,,,,
423,23,0,1,23,0,0,0,0,0,0,0,0,0,0,train,0.04350271486801168,train,,,,,,,,
424,21,0,1,21,0,0,0,0,0,0,0,0,0,0,train,0.04250444738774894,train,,,,,,,,
