scaffold,size,majority_label_id,n_classes_in_scaffold,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,class_6_count,class_7_count,class_8_count,class_9_count,class_10_count,split,assignment_score
O=C(Cc1cccnc1)NC1CCOc2ncccc21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5446734843778551
O=C(Cc1cccnc1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5446340054099092
O=C(Cc1ccco1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5445100996108283
O=C(Cc1cccs1)NCCCCNc1nc2cc(-n3ccnc3)ccc2n2cnnc12,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5444706269014398
O=C(Cc1cccs1)NCCCCNc1nc2cc(N3CCOCC3)ccc2n2cnnc12,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5444311589530753
O=C(Cc1cccs1)NCCCCNc1nc2cc(OCCN3CCOCC3)ccc2n2cnnc12,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5443916957657348
O=C(Cc1cccs1)NCCCCNc1nc2cc3c(cc2n2cnnc12)OCCO3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5443522373394183
O=C(Cc1cccs1)NCCCn1cc(C(=O)Nc2ccccc2)cc1-c1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5443084820592434
O=C(Cc1cccs1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5441847335068213
O=C(Cc1ccn[nH]1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.544061134713392
O=C(Cc1ccno1)NC1CCOc2ncccc21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5440168984608806
O=C(Cc1ccno1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5438934509239775
O=C(Cc1cn(-c2cncnc2)nc1C1CC1)NC1CCC1S(=O)(=O)c1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.543849708207321
O=C(Cc1cn(Cc2ccccc2)c(Nc2ccccc2)nc1=O)N1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.543805479940233
O=C(Cc1cn(Cc2ccccc2)c(Nc2ccccc2)nc1=O)NC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.543761256663502
O=C(Cc1cn(Cc2ccccc2)c(Nc2ccccc2)nc1=O)NC1COC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5437170383771278
O=C(Cc1cn(Cc2ccccc2)c(Nc2ccccc2)nc1=O)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5436728250811107
O=C(Cc1cn(Cc2ccccc2)c(Nc2ccccc2)nc1=O)Nc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5436286167754505
O=C(Cc1cn[nH]c1)NC1CCCc2ccccc21,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5435844134601473
O=C(Cc1cn[nH]c1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5435449777652526
O=C(Cc1cnc(NCC2CCC(Nc3ccc4ccncc4n3)CC2)nc1)NC1COC1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,train,0.5434705845426665
O=C(Cc1cnc2[nH]ccc2c1)Nc1ccn(Cc2ccccc2)n1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,train,0.5433926402160069
O=C(Cc1cnc2[nH]ncc2c1)Nc1cnn(Cc2ccccc2)n1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,train,0.5433147868997916
O=C(Cc1cnccn1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5432753604585205
O=C(Cc1cncnc1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5432359387782733
O=C(Cc1cncs1)N1CCN(Cc2ccccc2)c2ccccc2C1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,train,0.5431581794675692
O=C(Cc1cncs1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5431187640458792
O=C(Cc1cnn(-c2ccc(C(=O)NCc3ccccn3)cc2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5430745777011979
O=C(Cc1cnn(-c2ccc(N3CCCC3=O)cc2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5430303963468736
O=C(Cc1cnn(-c2ccccc2)c1)NC1CCCCCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5429862199829061
O=C(Cc1cnn(-c2cccnn2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5429420486092957
O=C(Cc1cnn(-c2ccncn2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5428978822260422
O=C(Cc1cnn(-c2cncnc2)c1)NC1CCC1[SH+]c1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5428541745359008
O=C(Cc1cnn(-c2nccs2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5428100146405374
O=C(Cc1cnn(C2CCCC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5427658597355309
O=C(Cc1cnn(C2CCN(Cc3ccccc3)CC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5427217098208812
O=C(Cc1cnn(C2CCNCC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5426775648965887
O=C(Cc1cnn(C2CCOCC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.542633424962653
O=C(Cc1cnn(CC2CCCCC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5425892900190742
O=C(Cc1cnn(CCN2CCCC2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5425451600658524
O=C(Cc1cnn(Cc2ccccn2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5425010351029875
O=C(Cc1cnn(Cc2cccnc2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5424569151304797
O=C(Cc1cnn(Cc2ccncc2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5424128001483286
O=C(Cc1cnn(Cc2nc3ccccc3s2)c1)NCc1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5423686901565345
O=C(Cc1coc2ccccc12)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.542329304953932
O=C(Cc1conc1-c1ccccc1)NCc1ccc(-n2cccn2)cc1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,train,0.5422858254730931
O=C(Cc1conc1-c1ccccc1)NCc1ccccn1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,train,0.5422423516281923
O=C(Cc1cscn1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5421191062639419
O=C(Cc1cscn1)Nc1ccc(CC2CCC(Cc3ccccc3)N2)cc1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,train,0.5420414709094112
O=C(Cc1cscn1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5420020964579653
O=C(Cc1nc2ccccc2[nH]1)N1CCNCC1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,train,0.5419245536114123
O=C(Cc1ncc[nH]1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5418014624987543
O=C(Cc1nccs1)Nc1cc(-c2[nH]c3c(c2Nc2ccccc2)C(=O)CCC3)ccn1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,train,0.5416785211450892
O=C(Cc1noc2ccccc12)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5416391559472666
O=C(Cc1noc2ccccc12)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5415997955104683
O=C(Cc1onc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5415561273394416
O=C(Cn1c(-c2ccc(-c3cccnc3)cc2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5414739670230888
O=C(Cn1c(-c2ccccc2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5413918662197068
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)N1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5413477821837336
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)NC1CC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5413037031381173
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)NC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5412596290828579
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)NCC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5412155600179556
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)NCCC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.54117149594341
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)OC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5411274368592215
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)OCC1CCOCC1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5410833827653898
O=C(Cn1c(=O)[nH]c2ccccc21)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5410440420649467
O=C(Cn1c(=O)c2ccc(C3CC3)nc2n2ncc(C3CC3)c12)Nc1ccccn1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5409999944590053
O=C(Cn1c(=O)c2cccnc2n2nccc12)Nc1ccccn1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5409559518434206
O=C(Cn1c(=O)c2sc(C3CC3)nc2n2ncc(C3CC3)c12)Nc1ccccn1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.540911914218193
O=C(Cn1c(=O)oc2ccccc21)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5408725827713734
O=C(Cn1c(CCC2CCCCC2)cncc1=O)NC1(C(=O)NS(=O)(=O)c2ccccc2)CC(OCc2ccccc2)C1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5407905594513598
O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1cc(-c2cncnc2)ccc1C(=O)NS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5407085956443165
O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccccc2)cc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5406266913502441
O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5405448465691423
O=C(Cn1c(CCc2ccccc2)cncc1=O)Nc1ccccc1S(=O)(=O)NC(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.540463061301011
O=C(Cn1c(CCc2ccccc2)nc2cc(-c3cnoc3)ccc21)N1CCOCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5404237421028812
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)N1CCn2ccnc2C1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5403844276657754
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NC1CCCCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5403451179896939
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NC1CCOC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5403058130746363
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NC1COC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5402665129206029
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCC(=O)N1CCCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5402272175275935
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCC1CCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5401879268956082
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCC1CCCO1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.540148641024647
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCC1CCOCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5401093599147097
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCC1COC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5400700835657966
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCCN1CCNC1=O,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5400308119779076
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCCc1ccccn1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5399915451510429
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NCc1ncn[nH]1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5399522830852019
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NC1CCCCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5399130257803852
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NC1CCOC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5398737732365924
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NC1COC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5398345254538239
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCC1CCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5397952824320793
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCC1CCCO1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5397560441713589
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCC1CCOCC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5397168106716624
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCC1COC1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5396775819329901
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1cc[nH]n1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5396383579553419
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1cccnc1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5395991387387178
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1cn[nH]c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5395599242831177
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1cnco1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5395207145885418
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1ncccn1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5394815096549899
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1ncco1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5394423094824621
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1ncn[nH]1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5394031140709583
O=C(Cn1c(Cc2cccc3ccccc23)cncc1=O)Nc1cccc(S(=O)(=O)NC(=O)c2ccccc2)c1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5393214287491923
O=C(Cn1c(Cc2cccc3ccccc23)cncc1=O)Nc1ccccc1S(=O)(=O)NC(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.539239802940397
O=C(Cn1c(Cc2ccccc2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5391582366445724
O=C(Cn1cc(-c2ccc3c(c2)C(Nc2ccccc2)CCc2nncn2-3)cn1)NCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5391190504866921
O=C(Cn1cc(-c2ccc3c(c2)C(Nc2ccccc2)CCc2nncn2-3)cn1)NCCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.539079869089836
O=C(Cn1cc(-c2ccc3c(c2)C(Nc2ccccc2)CCc2nncn2-3)cn1)NCCCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5390406924540039
O=C(Cn1cc(-c2ccccc2)cn1)NC1CCC1S(=O)(=O)c1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5389971087280858
O=C(Cn1ccc2cc(-c3ccnnc3)ccc21)C1CCCC1C(=O)Nc1ccnn1-c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5389156079353643
O=C(Cn1ccc2cc(-c3ccnnc3)ccc21)N1CCCC1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5388341666556136
O=C(Cn1ccc2cc(-c3cnc4ccnn4c3)ccc21)N1CCCC1CCNS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5387527848888334
O=C(Cn1ccc2cc(-c3cncnc3)ccc21)NCC(=O)Nc1cccc(-c2ccccc2)c1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5386714626350237
O=C(Cn1ccc2cc(Nc3cncnc3)ccc21)C1CCCC1C(=O)Nc1noc2ccccc12,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5385901998941851
O=C(Cn1ccc2cc(Nc3cncnc3)ccc21)N1CCCC1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5385089966663168
O=C(Cn1ccc2ccccc21)NCC(=O)Nc1ccccn1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5384278529514194
O=C(Cn1cnc(C(=O)Cc2ccccc2)n1)NCCn1ccc2cncnc21,1,4,1,0,0,0,0,1,0,0,0,0,0,0,train,0.53835365876417
O=C(Cn1cnc(C(=O)Nc2ccccc2)n1)NCCn1ccc2cncnc21,1,4,1,0,0,0,0,1,0,0,0,0,0,0,train,0.5382795213466097
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnccn2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5382359576718756
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5381924005705272
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5381488500425643
O=C(Cn1cnc2[nH]c(=O)n(CC3CCO3)c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5381053060879872
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5380617687067961
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1ccnc(-c2cncnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5380182378989904
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5379747136645707
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5379311960035364
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1csc(-c2cncnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5378876849158882
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccno3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5378441804016254
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccc2ccccc2n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5378006824607485
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5377571910932573
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5377137062991517
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2ncon2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.537670228078432
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCC2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5376267564310979
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCNCC2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5375832913571496
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccnc(-c2cnc(N3CCCC3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5375398328565868
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cnc(N3CCCC3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5374963809294101
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5374529355756188
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5374094967952134
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5373660645881937
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5373226389545597
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5372792198943115
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5372358074074488
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.537192401493972
O=C(Cn1cnc2c(-c3ccccc3)ncnc21)c1ccccc1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,train,0.5371484796765531
O=C(Cn1cnc2ccccc21)NCc1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5371050818339951
O=C(Cn1cnc2cnccc2c1=O)NCCc1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5370616905648229
O=C(Cn1cnc2ncccc2c1=O)NCCc1ccccc1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5370183058690363
O=C(Cn1cncn1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,train,0.5369791923980205
O=C(Cn1nc(C2CCCCC2)cc(Cc2ccco2)c1=O)NC1Cc2ccccc2C1,1,10,1,0,0,0,0,0,0,0,0,0,0,1,train,0.5368487528852388
O=C(Cn1ncc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,train,0.5368053777579043
O=C(Cn1ncc2cc(-c3cncnc3)ccc21)N1CCCC1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5367243444721039
O=C(Cn1ncc2cc(-c3cncnc3)ccc21)N1CCCC1CCNS(=O)(=O)c1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5366433706992743
O=C(Cn1ncc2cc(-c3cncnc3)ccc21)N1CCCC1CNCc1ccccc1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5365624564394152
O=C(Cn1ncc2cc(-c3cncnc3)ccc21)N1CCCC1C[SH+]c1ccccn1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,train,0.5364816016925269
